Morbo, 417, 87, 190, 159, scene00019.jpg, 960, 540
HypnoPigeon, 120, 191, 187, 131, scene00019.jpg, 960, 540
Nibbler, 0, 266, 52, 74, scene00019.jpg, 960, 540
Zoidberg, 26, 64, 124, 150, scene00020.jpg, 960, 540
Amy, 641, 14, 80, 111, scene00020.jpg, 960, 540
Hermes, 729, 79, 90, 105, scene00020.jpg, 960, 540
Leela, 246, 235, 117, 150, scene00020.jpg, 960, 540
Bender, 303, 178, 140, 112, scene00020.jpg, 960, 540
PhillipFry, 419, 303, 233, 203, scene00020.jpg, 960, 540
Farnsworth, 521, 226, 236, 135, scene00020.jpg, 960, 540
Kif, 217, 73, 238, 83, scene00020.jpg, 960, 540
Morbo, 425, 92, 179, 158, scene00020.jpg, 960, 540
HypnoPigeon, 127, 192, 179, 122, scene00020.jpg, 960, 540
Zoidberg, 30, 70, 122, 141, scene00021.jpg, 960, 540
Amy, 634, 19, 84, 99, scene00021.jpg, 960, 540
Hermes, 728, 79, 90, 107, scene00021.jpg, 960, 540
Leela, 250, 232, 128, 154, scene00021.jpg, 960, 540
Bender, 309, 184, 134, 108, scene00021.jpg, 960, 540
PhillipFry, 422, 302, 216, 201, scene00021.jpg, 960, 540
Farnsworth, 529, 228, 236, 128, scene00021.jpg, 960, 540
Kif, 217, 75, 229, 98, scene00021.jpg, 960, 540
Morbo, 428, 91, 182, 158, scene00021.jpg, 960, 540
HypnoPigeon, 119, 197, 192, 115, scene00021.jpg, 960, 540
Zoidberg, 31, 60, 122, 153, scene00022.jpg, 960, 540
Amy, 637, 21, 81, 96, scene00022.jpg, 960, 540
Hermes, 729, 83, 90, 100, scene00022.jpg, 960, 540
Leela, 256, 235, 122, 158, scene00022.jpg, 960, 540
Bender, 304, 176, 142, 112, scene00022.jpg, 960, 540
PhillipFry, 425, 300, 214, 201, scene00022.jpg, 960, 540
Farnsworth, 523, 225, 259, 133, scene00022.jpg, 960, 540
Kif, 220, 74, 228, 105, scene00022.jpg, 960, 540
Morbo, 419, 90, 200, 159, scene00022.jpg, 960, 540
HypnoPigeon, 120, 190, 187, 121, scene00022.jpg, 960, 540
Scruffy, 814, 165, 146, 71, scene00022.jpg, 960, 540
Zoidberg, 28, 65, 122, 145, scene00023.jpg, 960, 540
Amy, 636, 21, 84, 97, scene00023.jpg, 960, 540
Hermes, 730, 79, 90, 104, scene00023.jpg, 960, 540
Leela, 269, 240, 121, 154, scene00023.jpg, 960, 540
Bender, 310, 180, 136, 108, scene00023.jpg, 960, 540
PhillipFry, 423, 300, 214, 196, scene00023.jpg, 960, 540
Farnsworth, 514, 226, 272, 130, scene00023.jpg, 960, 540
Kif, 220, 75, 221, 99, scene00023.jpg, 960, 540
Morbo, 432, 91, 191, 157, scene00023.jpg, 960, 540
HypnoPigeon, 119, 193, 181, 117, scene00023.jpg, 960, 540
Scruffy, 813, 154, 147, 82, scene00023.jpg, 960, 540
Nibbler, 0, 258, 57, 76, scene00023.jpg, 960, 540
Nibbler, 0, 254, 58, 75, scene00024.jpg, 960, 540
Zoidberg, 27, 68, 121, 144, scene00024.jpg, 960, 540
Amy, 630, 22, 94, 101, scene00024.jpg, 960, 540
Hermes, 725, 81, 94, 103, scene00024.jpg, 960, 540
Leela, 268, 245, 131, 139, scene00024.jpg, 960, 540
Bender, 316, 180, 136, 104, scene00024.jpg, 960, 540
PhillipFry, 423, 300, 217, 201, scene00024.jpg, 960, 540
Farnsworth, 527, 226, 260, 132, scene00024.jpg, 960, 540
Kif, 220, 74, 214, 101, scene00024.jpg, 960, 540
Morbo, 439, 88, 182, 160, scene00024.jpg, 960, 540
HypnoPigeon, 127, 192, 178, 118, scene00024.jpg, 960, 540
Scruffy, 812, 160, 148, 72, scene00024.jpg, 960, 540
Zoidberg, 29, 65, 122, 146, scene00025.jpg, 960, 540
Amy, 639, 19, 90, 102, scene00025.jpg, 960, 540
Hermes, 727, 83, 90, 99, scene00025.jpg, 960, 540
Leela, 266, 237, 135, 146, scene00025.jpg, 960, 540
Bender, 325, 178, 126, 85, scene00025.jpg, 960, 540
PhillipFry, 421, 301, 215, 198, scene00025.jpg, 960, 540
Farnsworth, 518, 234, 263, 118, scene00025.jpg, 960, 540
Kif, 214, 78, 216, 93, scene00025.jpg, 960, 540
Morbo, 460, 92, 165, 143, scene00025.jpg, 960, 540
HypnoPigeon, 128, 193, 171, 117, scene00025.jpg, 960, 540
Nibbler, 0, 258, 61, 72, scene00025.jpg, 960, 540
Scruffy, 814, 160, 146, 65, scene00025.jpg, 960, 540
Zoidberg, 24, 73, 124, 133, scene00026.jpg, 960, 540
Amy, 641, 23, 77, 92, scene00026.jpg, 960, 540
Hermes, 733, 83, 86, 97, scene00026.jpg, 960, 540
Leela, 269, 244, 135, 139, scene00026.jpg, 960, 540
Bender, 323, 170, 130, 96, scene00026.jpg, 960, 540
PhillipFry, 422, 308, 211, 184, scene00026.jpg, 960, 540
Farnsworth, 519, 226, 265, 125, scene00026.jpg, 960, 540
Kif, 207, 75, 216, 95, scene00026.jpg, 960, 540
Lrr, 446, 90, 178, 143, scene00026.jpg, 960, 540
HypnoPigeon, 117, 191, 182, 115, scene00026.jpg, 960, 540
Nibbler, 0, 257, 56, 69, scene00026.jpg, 960, 540
Scruffy, 825, 157, 132, 69, scene00026.jpg, 960, 540
Zoidberg, 29, 71, 118, 136, scene00027.jpg, 960, 540
Amy, 643, 23, 78, 93, scene00027.jpg, 960, 540
Hermes, 729, 84, 85, 96, scene00027.jpg, 960, 540
Leela, 270, 246, 136, 137, scene00027.jpg, 960, 540
Bender, 324, 185, 125, 80, scene00027.jpg, 960, 540
PhillipFry, 421, 304, 208, 191, scene00027.jpg, 960, 540
Farnsworth, 532, 233, 255, 119, scene00027.jpg, 960, 540
Kif, 210, 74, 213, 100, scene00027.jpg, 960, 540
Morbo, 451, 87, 167, 154, scene00027.jpg, 960, 540
HypnoPigeon, 111, 193, 186, 115, scene00027.jpg, 960, 540
Nibbler, 0, 257, 55, 72, scene00027.jpg, 960, 540
Zoidberg, 28, 69, 117, 136, scene00028.jpg, 960, 540
Amy, 646, 23, 73, 90, scene00028.jpg, 960, 540
Hermes, 729, 81, 83, 91, scene00028.jpg, 960, 540
Leela, 270, 249, 141, 141, scene00028.jpg, 960, 540
Bender, 323, 175, 125, 107, scene00028.jpg, 960, 540
Kif, 211, 74, 210, 98, scene00028.jpg, 960, 540
Morbo, 449, 90, 174, 148, scene00028.jpg, 960, 540
PhillipFry, 421, 307, 211, 186, scene00028.jpg, 960, 540
Farnsworth, 535, 225, 252, 126, scene00028.jpg, 960, 540
HypnoPigeon, 114, 193, 185, 114, scene00028.jpg, 960, 540
Nibbler, 0, 239, 60, 90, scene00028.jpg, 960, 540
Zoidberg, 30, 67, 116, 142, scene00029.jpg, 960, 540
Amy, 646, 23, 72, 90, scene00029.jpg, 960, 540
Hermes, 729, 80, 85, 96, scene00029.jpg, 960, 540
Kif, 210, 76, 208, 97, scene00029.jpg, 960, 540
Morbo, 450, 92, 170, 151, scene00029.jpg, 960, 540
Leela, 268, 250, 145, 136, scene00029.jpg, 960, 540
Bender, 334, 183, 108, 86, scene00029.jpg, 960, 540
PhillipFry, 422, 309, 206, 183, scene00029.jpg, 960, 540
Farnsworth, 548, 222, 235, 129, scene00029.jpg, 960, 540
HypnoPigeon, 111, 190, 203, 115, scene00029.jpg, 960, 540
Zoidberg, 26, 67, 121, 142, scene00030.jpg, 960, 540
Amy, 642, 23, 80, 90, scene00030.jpg, 960, 540
Hermes, 729, 82, 85, 96, scene00030.jpg, 960, 540
Leela, 263, 247, 159, 141, scene00030.jpg, 960, 540
Bender, 328, 187, 115, 84, scene00030.jpg, 960, 540
PhillipFry, 416, 304, 206, 188, scene00030.jpg, 960, 540
Farnsworth, 541, 227, 234, 122, scene00030.jpg, 960, 540
Nibbler, 0, 239, 41, 101, scene00030.jpg, 960, 540
Kif, 209, 74, 221, 95, scene00030.jpg, 960, 540
Morbo, 443, 92, 174, 146, scene00030.jpg, 960, 540
HypnoPigeon, 111, 192, 194, 115, scene00030.jpg, 960, 540
Zoidberg, 25, 67, 116, 139, scene00031.jpg, 960, 540
Amy, 644, 23, 75, 90, scene00031.jpg, 960, 540
Hermes, 731, 85, 79, 91, scene00031.jpg, 960, 540
Leela, 269, 247, 152, 140, scene00031.jpg, 960, 540
Bender, 329, 183, 111, 83, scene00031.jpg, 960, 540
PhillipFry, 418, 298, 206, 202, scene00031.jpg, 960, 540
Farnsworth, 541, 222, 245, 126, scene00031.jpg, 960, 540
Nibbler, 0, 244, 44, 104, scene00031.jpg, 960, 540
Kif, 206, 78, 214, 96, scene00031.jpg, 960, 540
Morbo, 428, 89, 193, 158, scene00031.jpg, 960, 540
HypnoPigeon, 104, 189, 196, 122, scene00031.jpg, 960, 540
Zoidberg, 28, 65, 112, 142, scene00032.jpg, 960, 540
Amy, 648, 22, 69, 90, scene00032.jpg, 960, 540
Hermes, 730, 84, 80, 94, scene00032.jpg, 960, 540
Leela, 270, 244, 147, 146, scene00032.jpg, 960, 540
Bender, 327, 186, 111, 88, scene00032.jpg, 960, 540
PhillipFry, 421, 298, 199, 195, scene00032.jpg, 960, 540
Farnsworth, 550, 220, 235, 129, scene00032.jpg, 960, 540
Kif, 207, 79, 209, 90, scene00032.jpg, 960, 540
Morbo, 441, 82, 178, 161, scene00032.jpg, 960, 540
HypnoPigeon, 108, 187, 184, 118, scene00032.jpg, 960, 540
Nibbler, 0, 241, 38, 102, scene00032.jpg, 960, 540
Nibbler, 0, 248, 41, 103, scene00033.jpg, 960, 540
Zoidberg, 25, 68, 117, 136, scene00033.jpg, 960, 540
Amy, 643, 26, 73, 90, scene00033.jpg, 960, 540
Hermes, 730, 85, 79, 90, scene00033.jpg, 960, 540
Leela, 265, 239, 160, 151, scene00033.jpg, 960, 540
Bender, 326, 184, 114, 83, scene00033.jpg, 960, 540
PhillipFry, 418, 300, 199, 190, scene00033.jpg, 960, 540
Farnsworth, 555, 225, 231, 125, scene00033.jpg, 960, 540
Kif, 206, 80, 210, 90, scene00033.jpg, 960, 540
Morbo, 434, 79, 185, 168, scene00033.jpg, 960, 540
HypnoPigeon, 106, 191, 196, 116, scene00033.jpg, 960, 540
Zoidberg, 30, 65, 100, 139, scene00034.jpg, 960, 540
Amy, 642, 25, 76, 86, scene00034.jpg, 960, 540
Hermes, 727, 85, 82, 97, scene00034.jpg, 960, 540
Leela, 274, 238, 156, 150, scene00034.jpg, 960, 540
Bender, 324, 184, 115, 83, scene00034.jpg, 960, 540
PhillipFry, 418, 301, 198, 189, scene00034.jpg, 960, 540
Farnsworth, 566, 226, 217, 122, scene00034.jpg, 960, 540
Kif, 206, 80, 206, 92, scene00034.jpg, 960, 540
Morbo, 436, 73, 183, 175, scene00034.jpg, 960, 540
HypnoPigeon, 106, 188, 188, 119, scene00034.jpg, 960, 540
Nibbler, 0, 241, 41, 99, scene00034.jpg, 960, 540
Zoidberg, 26, 68, 108, 136, scene00035.jpg, 960, 540
Amy, 643, 24, 74, 90, scene00035.jpg, 960, 540
Hermes, 729, 82, 79, 96, scene00035.jpg, 960, 540
HypnoPigeon, 105, 191, 178, 111, scene00035.jpg, 960, 540
Leela, 286, 238, 168, 151, scene00035.jpg, 960, 540
Bender, 325, 184, 116, 83, scene00035.jpg, 960, 540
PhillipFry, 419, 304, 199, 185, scene00035.jpg, 960, 540
Farnsworth, 564, 226, 217, 127, scene00035.jpg, 960, 540
Kif, 202, 81, 212, 90, scene00035.jpg, 960, 540
Morbo, 439, 73, 177, 179, scene00035.jpg, 960, 540
Nibbler, 0, 239, 45, 92, scene00035.jpg, 960, 540
Zoidberg, 23, 68, 111, 136, scene00036.jpg, 960, 540
Amy, 640, 23, 78, 94, scene00036.jpg, 960, 540
Hermes, 725, 85, 83, 92, scene00036.jpg, 960, 540
Leela, 282, 223, 180, 168, scene00036.jpg, 960, 540
PhillipFry, 411, 305, 208, 188, scene00036.jpg, 960, 540
Bender, 322, 182, 118, 84, scene00036.jpg, 960, 540
Farnsworth, 569, 226, 205, 126, scene00036.jpg, 960, 540
Kif, 206, 76, 206, 96, scene00036.jpg, 960, 540
Morbo, 431, 72, 184, 177, scene00036.jpg, 960, 540
HypnoPigeon, 104, 192, 187, 112, scene00036.jpg, 960, 540
Nibbler, 0, 238, 50, 94, scene00036.jpg, 960, 540
Zoidberg, 26, 76, 113, 130, scene00037.jpg, 960, 540
Amy, 641, 25, 78, 89, scene00037.jpg, 960, 540
Hermes, 729, 86, 79, 93, scene00037.jpg, 960, 540
Leela, 274, 222, 196, 168, scene00037.jpg, 960, 540
Bender, 323, 184, 117, 84, scene00037.jpg, 960, 540
PhillipFry, 569, 222, 204, 131, scene00037.jpg, 960, 540
Kif, 202, 79, 206, 95, scene00037.jpg, 960, 540
Morbo, 432, 73, 185, 171, scene00037.jpg, 960, 540
HypnoPigeon, 96, 192, 189, 111, scene00037.jpg, 960, 540
Nibbler, 0, 239, 53, 88, scene00037.jpg, 960, 540
Nibbler, 0, 234, 49, 97, scene00038.jpg, 960, 540
Zoidberg, 23, 74, 117, 132, scene00038.jpg, 960, 540
Amy, 644, 25, 71, 91, scene00038.jpg, 960, 540
Hermes, 722, 82, 85, 97, scene00038.jpg, 960, 540
Kif, 203, 77, 207, 97, scene00038.jpg, 960, 540
Morbo, 433, 74, 182, 179, scene00038.jpg, 960, 540
Leela, 270, 230, 194, 158, scene00038.jpg, 960, 540
Bender, 325, 183, 110, 86, scene00038.jpg, 960, 540
HypnoPigeon, 94, 188, 188, 118, scene00038.jpg, 960, 540
PhillipFry, 414, 304, 203, 195, scene00038.jpg, 960, 540
Farnsworth, 594, 220, 175, 131, scene00038.jpg, 960, 540
Zoidberg, 22, 76, 107, 130, scene00039.jpg, 960, 540
Amy, 640, 25, 76, 95, scene00039.jpg, 960, 540
Hermes, 725, 83, 79, 94, scene00039.jpg, 960, 540
Kif, 202, 77, 206, 94, scene00039.jpg, 960, 540
Morbo, 431, 74, 183, 180, scene00039.jpg, 960, 540
Leela, 269, 219, 191, 173, scene00039.jpg, 960, 540
Bender, 323, 179, 112, 87, scene00039.jpg, 960, 540
PhillipFry, 405, 302, 210, 186, scene00039.jpg, 960, 540
